Var1,Var2,Var3,Var4,Var5,Var6,Var7,Var8,Var9,Var10,Var11,Var12,Var13,Var14,Var15,Var16,Var17,Var18,Var19,Var20,Var21,Var22,Var23,Var24,Var25,Var26,Var27
A00060925,Wander Focused-Wandering Focus Focused-Wandering Wander Focused-Wandering Focus Wandering-Focused Wander Wandering-Focused Focus Wandering-Focused Wander Focused-Wandering Focus Focused-Wandering Wander Focused-Wandering Focus Wandering-Focused Wander Wandering-Focused Focus Wandering-Focused,1,0.832438796691827,NaN,0.980811525580311,NaN,-0.721606430863657,NaN,-0.473904886434222,NaN,-0.909316454821498,NaN,-0.71416547880857,NaN,NaN,0.48951790674774,NaN,0.493048339349121,NaN,0.265959638928088,NaN,0.963209769200695,NaN,0.947351436444778,NaN,0.931903812761423
A00061204,Wander Wandering-Focused Focus Wandering-Focused Wander Wandering-Focused Focus Focused-Wandering Wander Focused-Wandering Focus Focused-Wandering Wander Wandering-Focused Focus Wandering-Focused Wander Wandering-Focused Focus Focused-Wandering Wander Focused-Wandering Focus Focused-Wandering,2,0.355024337055642,NaN,-0.912396151225108,NaN,0.832658986438857,NaN,0.927341419602433,NaN,0.989049007329728,NaN,0.674014408056563,NaN,NaN,-0.0062858705358831,NaN,0.828660228720677,NaN,0.914493144016214,NaN,-0.678985102712381,NaN,-0.96275080539815,NaN,-0.966173183245115
A00061276,Wander Wandering-Focused Focus Wandering-Focused Wander Wandering-Focused Focus Focused-Wandering Wander Focused-Wandering Focus Focused-Wandering Wander Wandering-Focused Focus Wandering-Focused Wander Wandering-Focused Focus Focused-Wandering Wander Focused-Wandering Focus Focused-Wandering,2,0.0354805872315613,NaN,0.987528481115522,NaN,0.908250636570377,NaN,0.949015754411493,NaN,0.977266597806399,NaN,0.706273739634109,NaN,NaN,0.976310825801023,NaN,0.827770352527663,NaN,-0.926473793118771,NaN,0.982912515313001,NaN,0.714731770563673,NaN,0.852669029279438
A00061387,Wander Wandering-Focused Focus Wandering-Focused Wander Wandering-Focused Focus Focused-Wandering Wander Focused-Wandering Focus Focused-Wandering Wander Wandering-Focused Focus Wandering-Focused Wander Wandering-Focused Focus Focused-Wandering Wander Focused-Wandering Focus Focused-Wandering,2,-0.879172137728678,NaN,-0.301862954255395,NaN,0.161823622207491,NaN,-0.505205064279891,NaN,0.846113836417297,NaN,-0.833099973051765,NaN,NaN,-0.490104530578457,NaN,0.747505519453848,NaN,0.863316556263187,NaN,0.766662573400094,NaN,0.93155421666923,NaN,0.883564997638289
A00061711,Wander Wandering-Focused Focus Wandering-Focused Wander Wandering-Focused Focus Focused-Wandering Wander Focused-Wandering Focus Focused-Wandering Wander Wandering-Focused Focus Wandering-Focused Wander Wandering-Focused Focus Focused-Wandering Wander Focused-Wandering Focus Focused-Wandering,2,0.312185858120533,NaN,0.646044989885067,NaN,-0.815282508475512,NaN,0.904946389861553,NaN,0.994200476109356,NaN,0.285596480644831,NaN,NaN,0.872819333577519,NaN,-0.817813736406033,NaN,0.454186212669322,NaN,0.816736449975092,NaN,-0.403679298395396,NaN,0.989450421993816
A00061806,Wander Focused-Wandering Focus Focused-Wandering Wander Focused-Wandering Focus Wandering-Focused Wander Wandering-Focused Focus Wandering-Focused Wander Focused-Wandering Focus Focused-Wandering Wander Focused-Wandering Focus Wandering-Focused Wander Wandering-Focused Focus Wandering-Focused,1,-0.549750167758065,NaN,-0.458913868082204,NaN,0.922852472093465,NaN,-0.32781266600927,NaN,-0.249499378107863,NaN,0.778283819324503,NaN,NaN,-0.672361524709083,NaN,0.666694126222144,NaN,0.924417722381655,NaN,0.753765642685908,NaN,0.525391293502499,NaN,0.832941208957597
A00062210,Wander Wandering-Focused Focus Wandering-Focused Wander Wandering-Focused Focus Focused-Wandering Wander Focused-Wandering Focus Focused-Wandering Wander Wandering-Focused Focus Wandering-Focused Wander Wandering-Focused Focus Focused-Wandering Wander Focused-Wandering Focus Focused-Wandering,2,0.344051201222776,NaN,-0.677787015313517,NaN,-0.718721845280263,NaN,-0.933200202433472,NaN,-0.201999533838806,NaN,-0.882405090249178,NaN,NaN,-0.953328084283723,NaN,-0.97121048088714,NaN,-0.485524881200242,NaN,0.372425397901201,NaN,0.781514708407951,NaN,-0.524788311337755
A00062248,Wander Wandering-Focused Focus Wandering-Focused Wander Wandering-Focused Focus Focused-Wandering Wander Focused-Wandering Focus Focused-Wandering Wander Wandering-Focused Focus Wandering-Focused Wander Wandering-Focused Focus Focused-Wandering Wander Focused-Wandering Focus Focused-Wandering,2,0.500888751559678,NaN,0.916143900630136,NaN,0.589588114659693,NaN,0.0786176676883728,NaN,-0.449413338498235,NaN,-0.761379938991719,NaN,NaN,-0.10569270116675,NaN,-0.552805811404782,NaN,0.218614474455581,NaN,0.857465308163537,NaN,0.901623910278667,NaN,0.623924155024569
A00062266,Wander Wandering-Focused Focus Wandering-Focused Wander Wandering-Focused Focus Focused-Wandering Wander Focused-Wandering Focus Focused-Wandering Wander Wandering-Focused Focus Wandering-Focused Wander Wandering-Focused Focus Focused-Wandering Wander Focused-Wandering Focus Focused-Wandering,2,-0.684537390019419,NaN,-0.974097103843916,NaN,0.809709204936003,NaN,0.672706177369156,NaN,0.830081933977052,NaN,0.663946395477489,NaN,NaN,-0.980800145798116,NaN,0.885415909060432,NaN,0.612400237413197,NaN,-0.954036283316498,NaN,-0.867094612490027,NaN,0.985152328835347
A00062282,Wander Focused-Wandering Focus Focused-Wandering Wander Focused-Wandering Focus Wandering-Focused Wander Wandering-Focused Focus Wandering-Focused Wander Focused-Wandering Focus Focused-Wandering Wander Focused-Wandering Focus Wandering-Focused Wander Wandering-Focused Focus Wandering-Focused,1,0.442915112303662,NaN,-0.980145438949684,NaN,-0.910229224435491,NaN,-0.824633560135349,NaN,0.979187913900175,NaN,0.294767472193794,NaN,NaN,0.11958486704165,NaN,0.368339793257359,NaN,0.974871091278146,NaN,0.720873148616581,NaN,0.325543698023458,NaN,0.911448762230519
A00062288,Focus Wandering-Focused Wander Wandering-Focused Focus Wandering-Focused Wander Focused-Wandering Focus Focused-Wandering Wander Focused-Wandering Focus Wandering-Focused Wander Wandering-Focused Focus Wandering-Focused Wander Focused-Wandering Focus Focused-Wandering Wander Focused-Wandering,4,NaN,-0.771157811508034,NaN,0.856989645969579,NaN,0.381051410095698,NaN,-0.608235891228485,NaN,0.612268344565853,NaN,0.895615624677287,-0.511890561745969,NaN,0.282287448229495,NaN,0.492237591856339,NaN,0.433449347244485,NaN,-0.890275617137815,NaN,0.908640411048245,NaN
A00062351,Focus Focused-Wandering Wander Focused-Wandering Focus Focused-Wandering Wander Wandering-Focused Focus Wandering-Focused Wander Wandering-Focused Focus Focused-Wandering Wander Focused-Wandering Focus Focused-Wandering Wander Wandering-Focused Focus Wandering-Focused Wander Wandering-Focused,3,NaN,-0.494561018793776,NaN,-0.842862570176817,NaN,-0.957902473277353,NaN,-0.922207869752085,NaN,-0.713826333211253,NaN,-0.952186974243188,-0.839941450859189,NaN,0.84124055520574,NaN,0.771821057097394,NaN,0.757922824259949,NaN,0.763998584985871,NaN,0.835476021128632,NaN
A00062917,Wander Focused-Wandering Focus Focused-Wandering Wander Focused-Wandering Focus Wandering-Focused Wander Wandering-Focused Focus Wandering-Focused Wander Focused-Wandering Focus Focused-Wandering Wander Focused-Wandering Focus Wandering-Focused Wander Wandering-Focused Focus Wandering-Focused,1,0.671109963952178,NaN,0.150391766075494,NaN,0.0580609990820566,NaN,0.887875007679805,NaN,-0.977167211862301,NaN,-0.413438692665771,NaN,NaN,0.684806759908445,NaN,0.863221180121249,NaN,-0.775635367838669,NaN,0.932768676655793,NaN,0.0452871874860501,NaN,0.964574032708226
A00062942,Focus Focused-Wandering Wander Focused-Wandering Focus Focused-Wandering Wander Wandering-Focused Focus Wandering-Focused Wander Wandering-Focused Focus Focused-Wandering Wander Focused-Wandering Focus Focused-Wandering Wander Wandering-Focused Focus Wandering-Focused Wander Wandering-Focused,3,NaN,0.816064759674032,NaN,0.977925859257063,NaN,0.548293005431347,NaN,0.842451395036671,NaN,0.897771590188196,NaN,-0.986952623777153,-0.94512371771654,NaN,0.146499058738609,NaN,-0.336898774397906,NaN,0.36088922239089,NaN,-0.538426770467233,NaN,-0.583592917743615,NaN
A00063008,Focus Wandering-Focused Wander Wandering-Focused Focus Wandering-Focused Wander Focused-Wandering Focus Focused-Wandering Wander Focused-Wandering Focus Wandering-Focused Wander Wandering-Focused Focus Wandering-Focused Wander Focused-Wandering Focus Focused-Wandering Wander Focused-Wandering,4,NaN,-0.94315596610657,NaN,-0.363109102152391,NaN,-0.803927106736309,NaN,-0.733640700832291,NaN,-0.936645272533723,NaN,0.931268990691383,-0.085551126989351,NaN,-0.935548782867601,NaN,-0.856396324379403,NaN,-0.961439174210104,NaN,-0.166586338749642,NaN,0.0464995672751555,NaN
A00063103,Focus Wandering-Focused Wander Wandering-Focused Focus Wandering-Focused Wander Focused-Wandering Focus Focused-Wandering Wander Focused-Wandering Focus Wandering-Focused Wander Wandering-Focused Focus Wandering-Focused Wander Focused-Wandering Focus Focused-Wandering Wander Focused-Wandering,4,NaN,-0.635345923013253,NaN,0.592022871709643,NaN,0.781051037338154,NaN,0.49554625465267,NaN,0.98037936753424,NaN,0.994364377578785,-0.948499473099241,NaN,-0.723237054513453,NaN,-0.400677278842809,NaN,0.953837205697359,NaN,-0.452518942544132,NaN,0.712722490456819,NaN
A00063326,Wander Focused-Wandering Focus Focused-Wandering Wander Focused-Wandering Focus Wandering-Focused Wander Wandering-Focused Focus Wandering-Focused Wander Focused-Wandering Focus Focused-Wandering Wander Focused-Wandering Focus Wandering-Focused Wander Wandering-Focused Focus Wandering-Focused,1,-0.416905221588557,NaN,0.951882321064286,NaN,0.739969647543124,NaN,0.904026972794225,NaN,0.994686010690371,NaN,-0.135187090304534,NaN,NaN,0.885664440875858,NaN,0.86002277685374,NaN,0.827391705344013,NaN,0.693822092189892,NaN,-0.782038255986445,NaN,0.971885549336819
A00063368,Wander Focused-Wandering Focus Focused-Wandering Wander Focused-Wandering Focus Wandering-Focused Wander Wandering-Focused Focus Wandering-Focused Wander Focused-Wandering Focus Focused-Wandering Wander Focused-Wandering Focus Wandering-Focused Wander Wandering-Focused Focus Wandering-Focused,1,-0.398010695551684,NaN,0.809986014582942,NaN,-0.87838739212525,NaN,0.933809080928358,NaN,0.704896427783457,NaN,0.838572529872816,NaN,NaN,-0.553209711983756,NaN,-0.892629751825175,NaN,-0.522381558558074,NaN,0.946472383174422,NaN,-0.910930707517808,NaN,-0.863231610862481
A00063589,Wander Wandering-Focused Focus Wandering-Focused Wander Wandering-Focused Focus Focused-Wandering Wander Focused-Wandering Focus Focused-Wandering Wander Wandering-Focused Focus Wandering-Focused Wander Wandering-Focused Focus Focused-Wandering Wander Focused-Wandering Focus Focused-Wandering,2,0.0742514865919452,NaN,0.552252087047758,NaN,0.82966589271731,NaN,0.39660623414792,NaN,0.920251852989166,NaN,0.714511313955344,NaN,NaN,-0.874597015709988,NaN,-0.0599492288204199,NaN,0.888595910035295,NaN,0.958381648930206,NaN,-0.90552712990034,NaN,0.69813458566379
A00064081,Wander Focused-Wandering Focus Focused-Wandering Wander Focused-Wandering Focus Wandering-Focused Wander Wandering-Focused Focus Wandering-Focused Wander Focused-Wandering Focus Focused-Wandering Wander Focused-Wandering Focus Wandering-Focused Wander Wandering-Focused Focus Wandering-Focused,1,-0.86203438229632,NaN,0.928723983064031,NaN,0.152345383802496,NaN,0.761929456827844,NaN,0.996626411047321,NaN,0.952203770772855,NaN,NaN,0.688041354022592,NaN,0.646207693529181,NaN,0.763800518088073,NaN,0.199172515367544,NaN,0.582417288297392,NaN,0.242992089794132
A00064580,Wander Wandering-Focused Focus Wandering-Focused Wander Wandering-Focused Focus Focused-Wandering Wander Focused-Wandering Focus Focused-Wandering Wander Wandering-Focused Focus Wandering-Focused Wander Wandering-Focused Focus Focused-Wandering Wander Focused-Wandering Focus Focused-Wandering,2,0.365701425861859,NaN,0.940472299895819,NaN,-0.567567728488466,NaN,0.711798688569564,NaN,-0.875991748789062,NaN,0.564958852599806,NaN,NaN,-0.84738077653887,NaN,0.938908758499037,NaN,0.602036587839599,NaN,0.547229168648939,NaN,-0.552994178989462,NaN,0.973555862948644
A00065379,Focus Wandering-Focused Wander Wandering-Focused Focus Wandering-Focused Wander Focused-Wandering Focus Focused-Wandering Wander Focused-Wandering Focus Wandering-Focused Wander Wandering-Focused Focus Wandering-Focused Wander Focused-Wandering Focus Focused-Wandering Wander Focused-Wandering,4,NaN,-0.900611930429681,NaN,-0.770879491620521,NaN,-0.932909369799091,NaN,0.914249735310498,NaN,-0.0437852575917696,NaN,0.0150872686110816,0.376995040998332,NaN,-0.573314277910293,NaN,-0.895742291292864,NaN,0.759833354085091,NaN,0.561238031656207,NaN,0.794565665719976,NaN
A00065480,Focus Wandering-Focused Wander Wandering-Focused Focus Wandering-Focused Wander Focused-Wandering Focus Focused-Wandering Wander Focused-Wandering Focus Wandering-Focused Wander Wandering-Focused Focus Wandering-Focused Wander Focused-Wandering Focus Focused-Wandering Wander Focused-Wandering,4,NaN,0.857193687133336,NaN,0.900089324531977,NaN,0.0514672963297203,NaN,0.53224308013814,NaN,0.473140834471985,NaN,-0.0492978785533852,0.939078442105703,NaN,-0.978720212872044,NaN,-0.899648821145197,NaN,0.92827364321278,NaN,0.561579066339698,NaN,0.121311727108506,NaN
A00065617,Focus Wandering-Focused Wander Wandering-Focused Focus Wandering-Focused Wander Focused-Wandering Focus Focused-Wandering Wander Focused-Wandering Focus Wandering-Focused Wander Wandering-Focused Focus Wandering-Focused Wander Focused-Wandering Focus Focused-Wandering Wander Focused-Wandering,4,NaN,0.80413671035914,NaN,0.855294042723975,NaN,0.888938127889604,NaN,0.726378058880436,NaN,0.925752431027398,NaN,0.979164407063343,0.543878865427197,NaN,0.678864512789864,NaN,0.317652555630283,NaN,0.844363375262869,NaN,-0.254562054432499,NaN,0.804639916963235,NaN
A00065790,Wander Wandering-Focused Focus Wandering-Focused Wander Wandering-Focused Focus Focused-Wandering Wander Focused-Wandering Focus Focused-Wandering Wander Wandering-Focused Focus Wandering-Focused Wander Wandering-Focused Focus Focused-Wandering Wander Focused-Wandering Focus Focused-Wandering,2,-0.893795637516076,NaN,0.390992834193553,NaN,-0.596283494769876,NaN,-0.177518200419408,NaN,0.706348127751463,NaN,0.597465560424723,NaN,NaN,0.759078306748171,NaN,0.415279798705197,NaN,0.681662101928886,NaN,0.0645408970132482,NaN,-0.753294672263865,NaN,0.902005391086975
A00065935,Wander Focused-Wandering Focus Focused-Wandering Wander Focused-Wandering Focus Wandering-Focused Wander Wandering-Focused Focus Wandering-Focused Wander Focused-Wandering Focus Focused-Wandering Wander Focused-Wandering Focus Wandering-Focused Wander Wandering-Focused Focus Wandering-Focused,1,0.873329674066605,NaN,0.913755433930857,NaN,0.959800614341046,NaN,-0.683007785841273,NaN,0.70882428466937,NaN,0.383669616668889,NaN,NaN,-0.883852188264449,NaN,-0.750966010297121,NaN,0.680397706694376,NaN,-0.0292162751719476,NaN,0.373839464969401,NaN,0.317775220772113
A00065974,Focus Focused-Wandering Wander Focused-Wandering Focus Focused-Wandering Wander Wandering-Focused Focus Wandering-Focused Wander Wandering-Focused Focus Focused-Wandering Wander Focused-Wandering Focus Focused-Wandering Wander Wandering-Focused Focus Wandering-Focused Wander Wandering-Focused,3,NaN,0.830033480077528,NaN,-0.98255178686842,NaN,0.843398159725301,NaN,0.823514974724884,NaN,0.476578470321867,NaN,-0.954645686968153,-0.955327675060193,NaN,-0.796020637370109,NaN,-0.0303114821704348,NaN,0.571428488076701,NaN,0.697784005709347,NaN,0.429118148433242,NaN
A00065991,Focus Wandering-Focused Wander Wandering-Focused Focus Wandering-Focused Wander Focused-Wandering Focus Focused-Wandering Wander Focused-Wandering Focus Wandering-Focused Wander Wandering-Focused Focus Wandering-Focused Wander Focused-Wandering Focus Focused-Wandering Wander Focused-Wandering,4,NaN,-0.617716940650753,NaN,0.934451551079632,NaN,-0.38756915344044,NaN,-0.775050228546907,NaN,0.748889564494993,NaN,0.9595497898312,-0.709322837585214,NaN,0.983289804261102,NaN,0.714418441949722,NaN,0.855996841483505,NaN,-0.562138066882851,NaN,0.888994306369287,NaN
A00066087,Wander Focused-Wandering Focus Focused-Wandering Wander Focused-Wandering Focus Wandering-Focused Wander Wandering-Focused Focus Wandering-Focused Wander Focused-Wandering Focus Focused-Wandering Wander Focused-Wandering Focus Wandering-Focused Wander Wandering-Focused Focus Wandering-Focused,1,-0.780138806085317,NaN,-0.832686824050876,NaN,0.293835219083059,NaN,-0.960063653387581,NaN,-0.636215531025774,NaN,0.694613145953459,NaN,NaN,0.781328182216687,NaN,-0.956784083548776,NaN,-0.723976800889768,NaN,0.890352684139453,NaN,-0.941600240641755,NaN,-0.085260320853913
A00066091,Focus Wandering-Focused Wander Wandering-Focused Focus Wandering-Focused Wander Focused-Wandering Focus Focused-Wandering Wander Focused-Wandering Focus Wandering-Focused Wander Wandering-Focused Focus Wandering-Focused Wander Focused-Wandering Focus Focused-Wandering Wander Focused-Wandering,4,NaN,0.828631416305038,NaN,0.9728271080861,NaN,0.824010992205356,NaN,0.59913569935195,NaN,-0.616733759248578,NaN,0.730186808698418,-0.424783239840664,NaN,0.15882265659179,NaN,0.929943207100256,NaN,0.248165190094142,NaN,0.209622713590446,NaN,0.827566150437827,NaN
A00066232,Focus Focused-Wandering Wander Focused-Wandering Focus Focused-Wandering Wander Wandering-Focused Focus Wandering-Focused Wander Wandering-Focused Focus Focused-Wandering Wander Focused-Wandering Focus Focused-Wandering Wander Wandering-Focused Focus Wandering-Focused Wander Wandering-Focused,3,NaN,-0.459972439008714,NaN,0.860954018042725,NaN,0.548273553754832,NaN,-0.603180483587181,NaN,0.913333239710324,NaN,0.989219859449229,-0.961479589166194,NaN,0.484718359641704,NaN,0.861211852762803,NaN,0.965460593447968,NaN,0.973092866094339,NaN,0.585627884519324,NaN
A00066236,Wander Focused-Wandering Focus Focused-Wandering Wander Focused-Wandering Focus Wandering-Focused Wander Wandering-Focused Focus Wandering-Focused Wander Focused-Wandering Focus Focused-Wandering Wander Focused-Wandering Focus Wandering-Focused Wander Wandering-Focused Focus Wandering-Focused,1,-0.748894487367372,NaN,0.258117040163964,NaN,-0.020725982590464,NaN,-0.884489499841051,NaN,0.776556366829618,NaN,0.726952527691571,NaN,NaN,0.516257253408564,NaN,-0.286280673947942,NaN,-0.55085378540207,NaN,-0.49328690597088,NaN,0.599258995037653,NaN,-0.889776005522663
A00066319,Focus Wandering-Focused Wander Wandering-Focused Focus Wandering-Focused Wander Focused-Wandering Focus Focused-Wandering Wander Focused-Wandering Focus Wandering-Focused Wander Wandering-Focused Focus Wandering-Focused Wander Focused-Wandering Focus Focused-Wandering Wander Focused-Wandering,4,NaN,-0.888145294624811,NaN,0.759513619563572,NaN,-0.776697500171847,NaN,0.840279029630564,NaN,0.906120015315236,NaN,0.611186633614134,0.719300569410318,NaN,0.308915753196704,NaN,-0.684966525525064,NaN,0.913365370906895,NaN,0.992038882330476,NaN,0.67336826081107,NaN
A00066735,Wander Wandering-Focused Focus Wandering-Focused Wander Wandering-Focused Focus Focused-Wandering Wander Focused-Wandering Focus Focused-Wandering Wander Wandering-Focused Focus Wandering-Focused Wander Wandering-Focused Focus Focused-Wandering Wander Focused-Wandering Focus Focused-Wandering,2,-0.659811780729498,NaN,-0.594448609095118,NaN,0.00620535723185349,NaN,-0.487336518147941,NaN,0.934978228452633,NaN,0.840655620836627,NaN,NaN,0.947957749525187,NaN,-0.840835558591749,NaN,0.0150208958494248,NaN,0.348648434248502,NaN,0.634308119061914,NaN,0.917769415208361
A00066781,Focus Wandering-Focused Wander Wandering-Focused Focus Wandering-Focused Wander Focused-Wandering Focus Focused-Wandering Wander Focused-Wandering Focus Wandering-Focused Wander Wandering-Focused Focus Wandering-Focused Wander Focused-Wandering Focus Focused-Wandering Wander Focused-Wandering,4,NaN,0.461699676252898,NaN,0.771992634801995,NaN,0.370457101037366,NaN,0.281677227100204,NaN,0.900079432170898,NaN,0.953847993963152,-0.531507416885187,NaN,0.472250925329063,NaN,-0.800654797509191,NaN,0.895300987332009,NaN,0.547324310419055,NaN,-0.600358846329442,NaN
A00066812,Focus Focused-Wandering Wander Focused-Wandering Focus Focused-Wandering Wander Wandering-Focused Focus Wandering-Focused Wander Wandering-Focused Focus Focused-Wandering Wander Focused-Wandering Focus Focused-Wandering Wander Wandering-Focused Focus Wandering-Focused Wander Wandering-Focused,3,NaN,-0.959977213570124,NaN,0.984497100536916,NaN,-0.748392603869131,NaN,0.357133524184359,NaN,-0.92660370511888,NaN,0.970132189679752,-0.663643818118835,NaN,0.85414105223533,NaN,0.929426047759899,NaN,0.715268313366212,NaN,-0.91601684061197,NaN,0.965407203730797,NaN
A00066822,Focus Wandering-Focused Wander Wandering-Focused Focus Wandering-Focused Wander Focused-Wandering Focus Focused-Wandering Wander Focused-Wandering Focus Wandering-Focused Wander Wandering-Focused Focus Wandering-Focused Wander Focused-Wandering Focus Focused-Wandering Wander Focused-Wandering,4,NaN,-0.309159601362964,NaN,0.679176791526292,NaN,-0.780454100992132,NaN,0.664744509845732,NaN,-0.458733849467309,NaN,0.0478618354048401,0.91733676249145,NaN,0.635020867057114,NaN,0.69695197578316,NaN,0.802669283759608,NaN,0.242637970704707,NaN,0.12036090737786,NaN
A00066827,Wander Focused-Wandering Focus Focused-Wandering Wander Focused-Wandering Focus Wandering-Focused Wander Wandering-Focused Focus Wandering-Focused Wander Focused-Wandering Focus Focused-Wandering Wander Focused-Wandering Focus Wandering-Focused Wander Wandering-Focused Focus Wandering-Focused,1,-0.6548906728883,NaN,-0.330659588451346,NaN,-0.384241306894407,NaN,0.967762865555172,NaN,0.988849491416284,NaN,0.928924990289596,NaN,NaN,0.281650283395786,NaN,0.744214501253349,NaN,-0.930395934468566,NaN,-0.901702840800685,NaN,-0.760789679762952,NaN,0.974477218260713
A00066926,Wander Focused-Wandering Focus Focused-Wandering Wander Focused-Wandering Focus Wandering-Focused Wander Wandering-Focused Focus Wandering-Focused Wander Focused-Wandering Focus Focused-Wandering Wander Focused-Wandering Focus Wandering-Focused Wander Wandering-Focused Focus Wandering-Focused,1,-0.739135449219265,NaN,-0.735637752190021,NaN,0.856270821003553,NaN,0.935632720740444,NaN,0.914717381088863,NaN,-0.981162620043957,NaN,NaN,-0.546584634334635,NaN,0.980772748010532,NaN,0.846102964424707,NaN,0.597505810123173,NaN,0.89242045022768,NaN,-0.330294074601951
A00072203,Wander Focused-Wandering Focus Focused-Wandering Wander Focused-Wandering Focus Wandering-Focused Wander Wandering-Focused Focus Wandering-Focused Wander Focused-Wandering Focus Focused-Wandering Wander Focused-Wandering Focus Wandering-Focused Wander Wandering-Focused Focus Wandering-Focused,1,-0.235036468235862,NaN,0.640648224918818,NaN,-0.413723178457926,NaN,0.898417628584904,NaN,-0.838808373538979,NaN,0.883219021745704,NaN,NaN,-0.0922326648638257,NaN,-0.112005760002236,NaN,0.634696820154562,NaN,-0.116508320018572,NaN,0.432027375068404,NaN,-0.7123385262916
A00073600,Focus Focused-Wandering Wander Focused-Wandering Focus Focused-Wandering Wander Wandering-Focused Focus Wandering-Focused Wander Wandering-Focused Focus Focused-Wandering Wander Focused-Wandering Focus Focused-Wandering Wander Wandering-Focused Focus Wandering-Focused Wander Wandering-Focused,3,NaN,0.940761571538713,NaN,-0.2930687138411,NaN,0.898356882189784,NaN,0.139514006574476,NaN,0.907755174122963,NaN,0.964693696141524,-0.756420348126755,NaN,-0.392420742163996,NaN,-0.337617439710188,NaN,0.86957705024863,NaN,0.83278318491581,NaN,0.375537299641898,NaN
A00073677,Wander Wandering-Focused Focus Wandering-Focused Wander Wandering-Focused Focus Focused-Wandering Wander Focused-Wandering Focus Focused-Wandering Wander Wandering-Focused Focus Wandering-Focused Wander Wandering-Focused Focus Focused-Wandering Wander Focused-Wandering Focus Focused-Wandering,2,-0.943852435872211,NaN,-0.510315258529003,NaN,-0.938251676177664,NaN,-0.267954649520926,NaN,0.502269389805572,NaN,0.633515211595768,NaN,NaN,-0.978632003515642,NaN,0.869675262926904,NaN,0.966692753556483,NaN,-0.319987625751525,NaN,-0.826052083898478,NaN,-0.563679749302471
